0.0000	4.99929847555141	5.00148638	5.001223842	5.00127097
0.0025	5.20910416680007	5.034177571	5.034467456	5.071505901
0.0050	5.30137639356201	5.050596958	5.051538663	5.099987578
0.0075	5.20859946097025	5.031978236	5.035131754	5.074684097
0.0100	5.00032543351586	4.997941495	5.000249278	5.00130928
0.0125	4.78464012096229	4.962690397	4.962594332	4.930582676
0.0150	4.70275221211204	4.948234779	4.951818792	4.903037709
0.0175	4.78623019692993	4.963684284	4.962257378	4.928286202
0.0200	4.99798223347222	4.999855855	5.001852376	4.998442571
0.0225	5.21562450880305	5.034567821	5.032563531	5.073562041
0.0250	5.30170361542094	5.049879831	5.049855425	5.097629714
0.0275	5.21073891327850	5.031367557	5.033096594	5.068204815
0.0300	5.00092060313428	5.001651307	5.000409846	5.00357808
0.0325	4.78639795106382	4.964280083	4.964656948	4.929286116
0.0350	4.69938081780883	4.951044224	4.952195134	4.896823206
0.0375	4.79085287229800	4.962127176	4.964312895	4.928964167
0.0400	5.00025287305939	5.0003238	4.998096437	5.001604737
0.0425	5.21111041127762	5.035872371	5.033672609	5.070604235
0.0450	5.30232479542773	5.052121465	5.051418639	5.102530777
0.0475	5.20612424999249	5.034262747	5.036215209	5.068219631
0.0500	4.99817305998557	4.998445596	4.998106004	5.004398187
0.0525	4.78888072181239	4.964330206	4.963924061	4.926979072
0.0550	4.69858246139119	4.950928447	4.950013356	4.897905806
0.0575	4.78938454504392	4.963829969	4.964076849	4.928930606
0.0600	5.00233810541778	5.003918639	5.00181828	5.001351558
0.0625	5.21441446549879	5.038427419	5.036334579	5.07070419
0.0650	5.29834942227858	5.047183139	5.049561229	5.099181676
0.0675	5.21067568713606	5.033651556	5.036684617	5.069463862
0.0700	4.99572721929806	5.000771702	4.997746588	4.998874476
0.0725	4.78356676224108	4.960790715	4.962935514	4.926331343
0.0750	4.70010404932657	4.949235255	4.952420462	4.897693376
0.0775	4.78677992963648	4.966904434	4.966688968	4.930978105
0.0800	5.00188529324376	5.000742235	4.999648406	5.004447952
0.0825	5.21712929776712	5.037055689	5.037361481	5.069374019
0.0850	5.29660987871515	5.050705101	5.049878665	5.097663753
0.0875	5.21025916676520	5.035122826	5.035570117	5.071981889
0.0900	4.99479180539953	5.000996028	5.002611299	4.995678131
0.0925	4.78533688623089	4.964328798	4.963251052	4.928501057
0.0950	4.70074845615500	4.950922178	4.949369042	4.896739601
0.0975	4.79263853539729	4.966983899	4.96396697	4.930853725
0.1000	5.00501949988910	4.999247271	5.001428368	5.001899264
0.1025	5.21813167493228	5.038743757	5.037261675	5.072696506
0.1050	5.29927278597690	5.04935803	5.049994043	5.102965452
0.1075	5.20947394327176	5.035313945	5.035217167	5.065411271
0.1100	4.99385410768212	5.002672328	5.000962276	4.998966865
0.1125	4.77814068133327	4.964330938	4.961007679	4.931508416
0.1150	4.69775685739183	4.952028164	4.950578291	4.896501809
0.1175	4.78921923779756	4.967355277	4.965357057	4.93190156
0.1200	5.00309618735292	5.002739314	4.999309986	5.000463596
0.1225	5.21577297132974	5.034478778	5.036243623	5.07327583
0.1250	5.29850087573620	5.048513397	5.050832953	5.101790798
0.1275	5.21072398569963	5.033595247	5.031337666	5.065538606
0.1300	4.99669891532416	4.999200939	4.999238412	4.999008938
0.1325	4.78157787561089	4.964276245	4.961926404	4.929078136
0.1350	4.69973380248043	4.952187636	4.951155217	4.899892413
0.1375	4.79746105335639	4.965283546	4.968415258	4.927923855
0.1400	5.00703726582051	4.999599739	5.004862235	5.003567213
0.1425	5.21475735980754	5.039963724	5.038013653	5.072141343
0.1450	5.29785252772234	5.048361194	5.048121632	5.103370082
0.1475	5.20774895477695	5.030656591	5.034153742	5.07033047
0.1500	4.99196653100403	4.997446771	4.998132288	4.997160138
0.1525	4.78258935274183	4.963060843	4.960302074	4.925664862
0.1550	4.70121690161306	4.949418918	4.947380153	4.894564101
0.1575	4.79273296045011	4.961005512	4.965351619	4.932136918
0.1600	5.00755157924261	5.000138222	5.001336261	5.001830393
0.1625	5.22182259118751	5.035562013	5.032653315	5.07016186
0.1650	5.29990438423184	5.047328814	5.052505467	5.100333715
0.1675	5.20761292663636	5.035540142	5.037548269	5.07096642
0.1700	4.99639804979134	4.999771968	5.000765064	4.997108856
0.1725	4.77939103241386	4.96636452	4.966546727	4.928899358
0.1750	4.70315894935220	4.948950724	4.953271402	4.901537504
0.1775	4.79692192423976	4.963809925	4.963751235	4.932851063
0.1800	5.00850437681983	5.001234612	4.998838726	5.002477851
0.1825	5.21939041733854	5.035967483	5.037381699	5.072293814
0.1850	5.30019406107416	5.050778245	5.050418913	5.103895212
0.1875	5.20184871043768	5.034181581	5.034431665	5.072761911
0.1900	4.98906626518865	5.001386649	5.001080047	4.994999418
0.1925	4.77938555008583	4.964907573	4.963518659	4.924601786
0.1950	4.70096162197880	4.952079287	4.948272544	4.901949464
0.1975	4.79381683295253	4.966269909	4.965469595	4.93275122
0.2000	5.01157614122282	4.999132552	4.997756995	5.002999606
0.2025	5.21975546564185	5.038809967	5.035143419	5.071104906
0.2050	5.30239510454083	5.05029952	5.051307267	5.102453762
0.2075	5.20573344571736	5.033627239	5.033773737	5.066875345
0.2100	4.99172722698509	4.998941286	4.997796954	4.999195645
0.2125	4.77953717241751	4.9610241	4.961017775	4.930586796
0.2150	4.69583073479454	4.950978336	4.946253629	4.899764538
0.2175	4.79299812075750	4.967270848	4.962486745	4.932953592
0.2200	5.01097883229498	4.999491054	5.002069305	5.007475645
0.2225	5.22213974485775	5.035108256	5.034544009	5.075542765
0.2250	5.29949177736420	5.047736565	5.050598231	5.100350897
0.2275	5.20398119625003	5.035645356	5.034380561	5.068510088
0.2300	4.99123895152093	5.002223172	4.996013411	4.996833276
0.2325	4.77888483296110	4.961978651	4.961138082	4.928622998
0.2350	4.70103828771381	4.9454282	4.950976948	4.898410145
0.2375	4.79601828153719	4.965289358	4.967817538	4.933476661
0.2400	5.01474743894399	5.001961894	5.000971232	5.003702947
0.2425	5.21914827746570	5.035966579	5.037065845	5.070626763
0.2450	5.30208757844504	5.053003258	5.04985617	5.101221256
0.2475	5.20252601898575	5.035026281	5.035245163	5.067009826
0.2500	4.98372334685915	4.996685415	5.000515561	4.998397927
0.2525	4.77658725761089	4.962793948	4.962106544	4.927371965
0.2550	4.69985308563339	4.94990402	4.951531226	4.898959923
0.2575	4.79947693177998	4.967838868	4.967038193	4.932903369
0.2600	5.01168764993651	5.000041101	5.001943894	5.001731107
0.2625	5.22078569081493	5.036365169	5.036790569	5.076388949
0.2650	5.29895284525492	5.049702253	5.050317504	5.099231947
0.2675	5.20296699234142	5.03347071	5.034832632	5.066630889
0.2700	4.98428417281967	4.995636082	5.002624917	4.996940147
0.2725	4.77950083496853	4.966257526	4.966811033	4.925065173
0.2750	4.70058194653495	4.952695147	4.949945855	4.898599346
0.2775	4.79787542820113	4.966648151	4.966151033	4.931882686
0.2800	5.01604117821831	5.006026868	5.001448365	5.008602902
0.2825	5.22189901520650	5.038231359	5.033171362	5.074125217
0.2850	5.30140768880882	5.049579522	5.053318628	5.103008242
0.2875	5.19991139171824	5.032406284	5.031783917	5.071507113
0.2900	4.98620954375003	4.997067006	4.999115322	4.996654616
0.2925	4.77612533519919	4.960304648	4.961592605	4.924882272
0.2950	4.70067207636368	4.948001986	4.947709433	4.899889531
0.2975	4.80101357470467	4.964663405	4.960019934	4.930790278
0.3000	5.01390997050662	5.002969213	5.003172143	5.005577762
0.3025	5.22141643859546	5.036822532	5.03514329	5.072072831
0.3050	5.29570220624934	5.049959188	5.051347991	5.098713901
0.3075	5.20090336273837	5.033927551	5.031903716	5.069401578
0.3100	4.98544911134152	4.996458317	4.996000828	4.99313339
0.3125	4.77966931895810	4.959909074	4.961953246	4.92679128
0.3150	4.70284592230369	4.950493507	4.949132211	4.904969808
0.3175	4.79974982300729	4.966427117	4.970316437	4.93250389
0.3200	5.01592685878526	5.004722682	4.997663976	5.006208753
0.3225	5.22515659754790	5.036736269	5.035913228	5.075754822
0.3250	5.29957721980652	5.049192063	5.05346208	5.099959846
0.3275	5.20073330049792	5.034748719	5.036438778	5.066365502
0.3300	4.98467529599828	4.995508288	4.9950387	4.996128561
0.3325	4.77897380559609	4.961029971	4.961887418	4.925131699
0.3350	4.69581280562882	4.945242455	4.94543671	4.897514784
0.3375	4.80023216693787	4.96837783	4.966521383	4.934245034
0.3400	5.01745467166998	5.003127282	5.002959436	5.006776306
0.3425	5.22277827954391	5.037057506	5.03830465	5.07301317
0.3450	5.29920284833323	5.049870649	5.052061634	5.098441496
0.3475	5.20163345903051	5.036126388	5.031390881	5.067664386
0.3500	4.98231159731125	4.998329273	5.000350925	4.995788168
0.3525	4.77833412634919	4.964383183	4.961215577	4.92573683
0.3550	4.69612895542046	4.95553469	4.948897226	4.897105136
0.3575	4.80252971984920	4.964801091	4.972527763	4.933968784
0.3600	5.01722059024965	5.002795667	5.00208895	5.005777154
0.3625	5.22633251520144	5.033049606	5.038903224	5.072393055
0.3650	5.30051242978541	5.047591116	5.048486252	5.098710568
0.3675	5.20114088895602	5.030702125	5.029709901	5.063711531
0.3700	4.98348796601640	4.994798031	5.00009081	4.995502914
0.3725	4.77772467386115	4.964309653	4.963658679	4.926788348
0.3750	4.69910893058462	4.952986284	4.946735486	4.902617417
0.3775	4.79979743853437	4.968739405	4.968198386	4.93391522
0.3800	5.01806322224329	5.003852698	5.004314272	5.003143503
0.3825	5.22525343355372	5.038606016	5.036799921	5.073973552
0.3850	5.30317130186015	5.050799699	5.047448447	5.09613131
0.3875	5.19381693322286	5.031918461	5.032412449	5.066753987
0.3900	4.98112682463303	4.991709512	5.001195357	4.995389872
0.3925	4.77437830786669	4.963260079	4.96029198	4.920074592
0.3950	4.70463610346810	4.952833151	4.948776079	4.903129054
0.3975	4.79767557140652	4.969481332	4.966319448	4.932405929
0.4000	5.02017810026436	5.000475381	5.004514609	5.002400935
0.4025	5.22762136692723	5.035064673	5.039216453	5.072844924
0.4050	5.29928061993301	5.045121532	5.050029852	5.102701963
0.4075	5.19753273228581	5.029748028	5.033874136	5.067291037
0.4100	4.97881654154982	4.997249798	4.994288984	4.992379162
0.4125	4.77718543436713	4.960881167	4.963532782	4.927539253
0.4150	4.70065050993722	4.954644683	4.949489116	4.903643737
0.4175	4.79922337241641	4.968341504	4.971548048	4.938777587
0.4200	5.01918287531773	5.004196581	5.002597035	5.006816713
0.4225	5.22774503262241	5.038564267	5.039723899	5.073595438
0.4250	5.29893555257417	5.049836415	5.047638146	5.10077787
0.4275	5.19489840467053	5.032165125	5.033468679	5.065880319
0.4300	4.97792615206012	4.991011853	4.995067171	4.995103349
0.4325	4.77329629758691	4.961518742	4.962513589	4.926777847
0.4350	4.70016649577812	4.951886131	4.949586421	4.900599033
0.4375	4.80668850868889	4.965736205	4.970498094	4.937642232
